StudyID,GroupID,ExperimentID,EffectID,Author,Year,Journal,SpeciesCom,SpeciesSci,Class,WildLabRear,WildLabExp,Sex,ManipLifeStage,ManipLifeStage+,ManipType,ManipDirection,ManipDuration,ManipOffset,ManipPostDiet,ManipConditionEffect,ManipGroups,ManipNotes,ExpLifeStage,ExpAge,ExpType,ExpVar,RiskContext,ExpVarUnit,ExpRepeated,ExpNotes,nLC,meanLC,sdLC,seLC,CILC,nHC,meanHC,sdHC,seHC,CIHC,TestStatType,TestStatValue,df,P,SharedGroup,SharedN,Sharedmean,Sharedsd,RiskEffectDirection,Marginalised,DataLocation,DataPresentation,Exclude,ExclusionReason,Extraction notes
CD457,EG144A,EX171A,ES1067I,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,female,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,hindlimb kicks (feeding behaviour),novelenvironment_feeding,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",2,121.5,4.949747,,,2,122,18.38477,,,,,,,S0846,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067J,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,latency to contact food,novelenvironment_feeding,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,123023.5,41687.23,,,4,120684.5,64909.12,,,,,,,S0847,NA,NA,NA,negative,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067K,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,"time exploring (wall push, tank bumps)",novelenvironment_exploration,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,417533.5,468132.92,,,4,113074,86069.94,,,,,,,S0848,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067L,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,time in contact with food,novelenvironment_feeding,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,1525145,1011860,,,4,1856157,1487755,,,,,,,S0849,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067M,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,time inactive,novelenvironment_activity,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,1248875,598815.9,,,4,1400682,1188017.8,,,,,,,S0850,NA,NA,NA,negative,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067N,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,time actively swimming,novelenvironment_activity,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,97923.25,94189.07,,,4,53703,56120.33,,,,,,,S0851,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067O,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,latency to move,novelenvironment_exploration,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,20484,36290.53,,,4,14310.5,12490.11,,,,,,,S0852,NA,NA,NA,negative,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067P,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,time sweeping for food,novelenvironment_feeding,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,250672.5,265598.09,,,4,66002.25,37403.49,,,,,,,S0853,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067Q,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,time wiping (feeding behaviour),novelenvironment_feeding,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,58506.75,54726.22,,,4,109475.5,167959.22,,,,,,,S0854,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD457,EG144B,EX171B,ES1067R,Prater,2018,Hormones and Behavior,South African clawed frog,Xenopus laevis,amphibian,commercial,lab,male,juvenile,Here we test the hypothesis that tectal CRF receptors modulate food intake in juvenile Xenopus laevis ,starvation,restrict,7,0,continuous,yes (mass),no,"One group of frogs (n=8, Mb=0.69 ± 0.060 g) was deprived of food for 1 wk before testing. Another group of frogs (n=7, Mb=0.89 ± 0.07 g) were fed regularly (Section 2.1).",juvenile,post-metamorphic juveniles,novel environment,hindlimb kicks (feeding behaviour),novelenvironment_feeding,sec,no,"At t=0, 0.6 g of chicken liver (Pilgrim's Pride Corporation, Greenly, CO) was dropped into the tank and, after 60 min (t=60 min), the remaining liver was weighed. Food intake was calculated as a percentage of body mass. The entire 60 min trial was recorded with a low-light video camera (Panasonic WV – CP604, Kadoma, Japan). After recording, individual feeding behavior (Table 1) were scored using JWatcher 1.0, as per the handbook's instructions (Blumstein and Daniel, 2007). ",4,190,48.73739,,,4,149.25,75.43375,,,,,,,S0855,NA,NA,NA,positive,no,CD457_Rawdata Christine behavior food intake H&B food dep_reformatted,author correspondence,,,
CD459,EG244,EX300,ES1068,Prete,2002,Animal Behaviour,African mantis,Sphodromantis lineola,insect,lab,lab,male,adult,We selected each experimental group of male mantids arbitrarily from a pool of 22 healthy adult males in an ongoing laboratory colony (median age 39 days),quantity,restrict,7,0,continuous,unknown,no,We maintained experimental groups on one of two feeding regimes. We fed the low-hunger group the amount of food on which they were normally maintained (two adult crickets/week). We fed the high-hunger group half that amount (one adult cricket/week),adult,39 days at initiation,novel object,strike rate,novelobject_response,count per trial,no,"In experiments 1 and 2, mantids watched solid black squares with edge lengths of 2.5–115 degrees move downward or horizontally through visual field centre against a white background. In experiments 3 and 4, they watched squares with edge lengths of 12–47 degrees that were made up of random arrays of smaller black rectangles (edge lengths <7 degrees; Fig. 2j). These squares moved along the erratic path against a similarly patterned background (i.e. a Julesz pattern; Julesz 1971; Prazdny 1985).... Dependent measures were track rate (overall percentage
of trials on which there was any head or prothorax movement in synchrony with the stimulus movement), and strike rate (overall average number of strikes performed per trial per stimulus), reported here as arithmetic means SD. ",5,0.390140845,0.177464789,0.079364666,,7,0.025352113,0.021126761,0.007985165,,,,,,S0856,NA,NA,NA,positive,no,"Figure 1b,d",figure,,,"exp 1 vertical movement (edge length 12); as diets were described as 'two adult crickets/week' or 'one adult cricket/week' and refererred to as hunger treatments, the ManipDuration is assumed to be the 1 week immediately preceeding treatments. This is consitent with the description from the author, i.e. that beahvioural tests began in concurrently with the feeding manipulation and carried out over experimental weeks"
